"id","conference","title","work_type","url","parent_session"
"2201","16","Character Network Analysis of Émile Zola's Les Rougon-Macquart","10","https://github.com/ADHO/dh2015/blob/master/xml/ROCHAT_Yannick_Character_Network_Analysis_of__mile_Zola.xml",""
"2202","16","Collaborative Digitisation: UCL's Medieval Manuscript Fragment Project","9","https://github.com/ADHO/dh2015/blob/master/xml/TERRAS_Melissa_Collaborative_Digitisation__UCL_s_Mediev.xml",""
"2203","16","Collaborative, Speculative Technologically-Enhanced Mobile Libraries, Or How Davidson College Students Learned to Stop Worrying and Love The Library","2","https://github.com/ADHO/dh2015/blob/master/xml/CHRISTIAN_LAMB_Caitlin_Collaborative__Speculative_Techn.xml",""
"2204","16","Computational approaches to Ireland's Contemporary Literary Journals","10","https://github.com/ADHO/dh2015/blob/master/xml/O_SULLIVAN_James_Christopher_Computational_approaches_t.xml",""
"2205","16","Computer Simulation of Diffusion: New Suggestions about the Process of Language Change","10","https://github.com/ADHO/dh2015/blob/master/xml/KRETZSCHMAR_William_Computer_Simulation_of_Diffusion__N.xml",""
"2206","16","Concepts Through Time: Tracing Concepts In Dutch Newspapers Discourse (1890-1990) Using Word Embeddings","10","https://github.com/ADHO/dh2015/blob/master/xml/WEVERS_Melvin_Concepts_Through_Time__Tracing_Concepts_I.xml",""
"2207","16","Conceptualizing DH for Multiple Audiences: Folkvine and Chinavine","9","https://github.com/ADHO/dh2015/blob/master/xml/JANZ_Bruce_Conceptualizing_DH_for_Multiple_Audiences__F.xml",""
"2208","16","Construction of the Corpus of Toraakira-bon Kyōgen","2","https://github.com/ADHO/dh2015/blob/master/xml/ICHIMURA_Taro_Construction_of_the_Corpus_of_Toraakira_b.xml",""
"2209","16","Contextual Modelling in Digital Humanities","10","https://github.com/ADHO/dh2015/blob/master/xml/EIDE__yvind_Contextual_Modelling_in_Digital_Humanities.xml",""
"2210","16","Cora Crane's Contribution to Stephen Crane's Posthumous Fiction","9","https://github.com/ADHO/dh2015/blob/master/xml/HOOVER_David_L__Cora_Crane_s_Contribution_to_Stephen_Cr.xml",""
"2211","16","Creating Linked Data within Archival Description: Tools for Extracting, Validating, and Encoding Access Points for Finding Aids","2","https://github.com/ADHO/dh2015/blob/master/xml/GRACY_Karen_F__Creating_Linked_Data_within_Archival_Des.xml",""
"2212","16","Creating Time Capsules for Colonial Botanical Drugs in the Early Modern Low Countries","9","https://github.com/ADHO/dh2015/blob/master/xml/ZERVANOU_Kalliopi_Creating_Time_Capsules_for_Colonial_B.xml",""
"2213","16","Crowdsourcing the Text: Contemporary Approaches to Participatory Resource Creation","3","https://github.com/ADHO/dh2015/blob/master/xml/POWELL_Daniel_James_Crowdsourcing_the_Text__Contemporar.xml",""
"2214","16","DARIAH-DE: Building a Distributed Research Data Repository for a Digital Humanities Network","2","https://github.com/ADHO/dh2015/blob/master/xml/SCHMUNK_Stefan_DARIAH_DE__Building_a_Distributed_Resear.xml",""
"2215","16","Data Aesthetics, Old and New.","9","https://github.com/ADHO/dh2015/blob/master/xml/LEMOS_MORAIS_Renata_Data_Aesthetics__Old_and_New_.xml",""
"2216","16","Data Revisualization as Critical Humanities Practice: Reinterpreting 19th Century Data with Modern Tools","10","https://github.com/ADHO/dh2015/blob/master/xml/SCHMIDT_Benjamin_Data_Revisualization_as_Critical_Human.xml",""
"2217","16","Detection of People Relationship Using Topic Model from Diaries in Medieval Period of Japan","2","https://github.com/ADHO/dh2015/blob/master/xml/YAMADA_Taizo_Detection_of_People_Relationship_Using_Top.xml",""
"2218","16","Developing a Sustainable Model in Mutual Cultural Digital Heritage","9","https://github.com/ADHO/dh2015/blob/master/xml/PETERS_Nonja_Ivonne_Developing_a_Sustainable_Model_in_M.xml",""
"2219","16","DH and the Pervasive a priori","10","https://github.com/ADHO/dh2015/blob/master/xml/SEBERGER_John_How_Long_Is_Now__The__Digital__in_DH.xml",""
"2220","16","Digital Corpus and Toolset for Performing Text Analysis on Chinese Translation of Buddhist Scriptures","2","https://github.com/ADHO/dh2015/blob/master/xml/HUNG_Jen_Jou_Digital_Corpus_and_Toolset_for_Performing_.xml",""
"2221","16","Digital Democracy Project: Making Government More Transparent one Video at a Time","2","https://github.com/ADHO/dh2015/blob/master/xml/DEKHTYAR_Alex_Digital_Democracy_Project__Making_Governm.xml",""
"2222","16","Digital Dunhuang: Enhancing Virtual Explorations of the Real Dunhuang","3","https://github.com/ADHO/dh2015/blob/master/xml/DOWNIE_J__Stephen_Digital_Dunhuang__Enhancing_Virtual_E.xml",""
"2223","16","Digital Evidence in the Jury Room: the Impact of Tablets on Communication and Decision","9","https://github.com/ADHO/dh2015/blob/master/xml/TAIT_David_Digital_Evidence_in_the_Jury_Room__the_Impac.xml",""
"2224","16","Digital Humanities as Catalyst for Digital Art History: The Slade Archive Project","9","https://github.com/ADHO/dh2015/blob/master/xml/TERRAS_Melissa_Digital_Humanities_as_Catalyst_for_Digit.xml",""
"2225","16","Digital Humanities educational vehicle - new patterns of research and learning approach in the Digital Age of Access","10","https://github.com/ADHO/dh2015/blob/master/xml/DURIDANOV_Ludmil_Digital_Humanities_educational_vehicle.xml",""
"2226","16","Digital Media Literacy in Indonesian Youth: Building Sustainable Democratic Institutions and Practices","2","https://github.com/ADHO/dh2015/blob/master/xml/SUWANA_Fiona_Digital_Media_Literacy_in_Indonesian_Youth.xml",""
"2227","16","Digital Musical Industry and Identity in Melanesia","3","https://github.com/ADHO/dh2015/blob/master/xml/WEBB_GANNON_Camellia_Bell_Digital_Musical_Industry_and_.xml",""
"2228","16","Digital Network Analysis of Dramatic Texts","10","https://github.com/ADHO/dh2015/blob/master/xml/FISCHER_Frank_Digital_Network_Analysis_of_Dramatic_Text.xml",""
"2229","16","Digitalization of Shoso-in Monjo and Extraction of Knowledge","9","https://github.com/ADHO/dh2015/blob/master/xml/GOTO_Makoto_Digitalization_of_Shoso_in_Monjo_and_Extrac.xml",""
"2230","16","Digitisation and Automatic Classification of Indian Folktales through MAIF","9","",""
"2231","16","Digitisation, Processing, Dissemination: Charting the Ecology of the New Scholarly Edition","2","https://github.com/ADHO/dh2015/blob/master/xml/MARTINEZ_Merisa_Ariel_Digitisation__Processing__Dissemi.xml",""
"2232","16","Digitizing Slow and Deliberate: The Victorian Short Fiction Project","9","https://github.com/ADHO/dh2015/blob/master/xml/BROWNE_Jeremy_Digitizing_Slow_and_Deliberate__The_Victo.xml",""
"2233","16","Disciplinary Impact: The Effect of Digital Editing","10","https://github.com/ADHO/dh2015/blob/master/xml/PIERAZZO_Elena_Disciplinary_Impact__The_Effect_of_Digit.xml",""
"2234","16","Discourse, Design and Disorder: Digital Models for an Aesthetic Literary Theory","10","https://github.com/ADHO/dh2015/blob/master/xml/ALGEE_HEWITT_Mark_Andrew_Discourse__Design_and_Disorder.xml",""
"2235","16","Discovering and Rediscovering Full Text: Unearthing and Refactoring","9","https://github.com/ADHO/dh2015/blob/master/xml/KILNER_Kerry_Discovering_and_Rediscovering_Full_Text__U.xml",""
"2236","16","DIVADIAWI - A Web-based Interface for Semi-automatic Labeling of Historical Document Images","10","https://github.com/ADHO/dh2015/blob/master/xml/WEI_Hao_DIVADIAWI___A_Web_based_Interface_for_Semi_auto.xml",""
"2237","16","DIVAServices - A RESTful Web Service for Document Image Analysis Methods","9","https://github.com/ADHO/dh2015/blob/master/xml/W_RSCH_Marcel_DIVAServices___A_RESTful_Web_Service_for_.xml",""
"2238","16","DPRR: Digitizing the Prosopography of the Roman Republic","2","https://github.com/ADHO/dh2015/blob/master/xml/BRADLEY_John_DPRR__Digitizing_the_Prosopography_of_the_.xml",""
"2239","16","DREaM: Distant Reading Early Modernity","9","https://github.com/ADHO/dh2015/blob/master/xml/WITTEK_Stephen_DREaM__Distant_Reading_Early_Modernity.xml",""
"2240","16","Electronic Literature and the Politics of Process","10","https://github.com/ADHO/dh2015/blob/master/xml/O_SULLIVAN_James_Christopher_Electronic_Literature_and_.xml",""
"2241","16","Element Detection in Japanese Comic Book Panels","9","https://github.com/ADHO/dh2015/blob/master/xml/KHOSMOOD_Foaad_Element_Detection_in_Japanese_Comic_Book.xml",""
"2242","16","ElfYelp: Geolocated Topic Models for Pattern Discovery in a Large Folklore Corpus","10","https://github.com/ADHO/dh2015/blob/master/xml/BROADWELL_Peter_Michael_ElfYelp__Geolocated_Topic_Model.xml",""
"2243","16","Encoding Vocabularies of Australian Indigenous Languages","9","https://github.com/ADHO/dh2015/blob/master/xml/THIEBERGER_Nick_Encoding_Vocabularies_of_Australian_Ind.xml",""
"2244","16","Enriching the HuNI Virtual Laboratory with Content from the Trove Digitized Newspapers Corpus","9","https://github.com/ADHO/dh2015/blob/master/xml/BURROWS_Toby_Nicolas_Enriching_the_HuNI_Virtual_Laborat.xml",""
"2245","16","Entity Relationship Model for READ","9","https://github.com/ADHO/dh2015/blob/master/xml/MCCRABB_Ian_Entity_Relationship_Model_for_READ.xml",""
"2246","16","Exploration of Billions of Words of the HathiTrust Corpus with Bookworm: HathiTrust + Bookworm Project","2","https://github.com/ADHO/dh2015/blob/master/xml/AUVIL_Loretta_Exploration_of_Billions_of_Words_of_the_H.xml",""
"2247","16","Exploratory Search Through Interactive Visualization of Topic Models","9","https://github.com/ADHO/dh2015/blob/master/xml/J_HNICHEN_Patrick_Exploratory_Search_Through_Interactiv.xml",""
"2248","16","Exploring Community Engagement in the Design of an Online Archive","2","https://github.com/ADHO/dh2015/blob/master/xml/CARLETTI_Laura_Exploring_Community_Engagement_in_the_De.xml",""
"2249","16","Exploring Large Datasets with Topic Model Visualizations","10","https://github.com/ADHO/dh2015/blob/master/xml/SIMPSON_John_Edward_Exploring_Large_Datasets_with_Topic.xml",""
"2250","16","Extracting Key Phrases for Suggesting Annotation Candidates from Japanese Historical Document","2","https://github.com/ADHO/dh2015/blob/master/xml/SATO_Takafumi_Extracting_Key_Phrases_for_Suggesting_Ann.xml",""
"2251","16","Feminism and the digital: towards a database of Argentine women artists","2","https://github.com/ADHO/dh2015/blob/master/xml/GLUZMAN_Georgina_Gabriela_Feminism_and_the_digital__tow.xml",""
"2252","16","Finding the Same Artworks from Multiple Databases in Different Languages","2","https://github.com/ADHO/dh2015/blob/master/xml/BATJARGAL_Biligsaikhan_Finding_the_Same_Artworks_from_M.xml",""
"2253","16","Following the Stars (Under the Stars): Mapping The Film Circuits of Inter-War Outdoor Picture Gardens in Western Australia","2","https://github.com/ADHO/dh2015/blob/master/xml/COURTNEY_Angela_Following_the_Stars__Under_the_Stars___.xml",""
"2254","16","From Crowdsourcing to Knowledge Communities: Creating Meaningful Scholarship Through Digital Collaboration","9","https://github.com/ADHO/dh2015/blob/master/xml/VOSS_Jon_From_Crowdsourcing_to_Knowledge_Communities__C.xml",""
"2255","16","From KWIC Concordance to Video excerpt or Folio facsimile: Demonstration of Multimodal and Multimedia corpora in TXM","2","https://github.com/ADHO/dh2015/blob/master/xml/HEIDEN_Serge_From_KWIC_Concordance_to_Video_excerpt_or_.xml",""
"2256","16","From lighthouse to the moon: a guiding light to the corpus of Jules Verne","2","https://github.com/ADHO/dh2015/blob/master/xml/HAYWARD_Nicholas_John_From_lighthouse_to_the_moon__a_gu.xml",""
"2257","16","From Mapping the Republic of Letters to Humanities +Design Research Lab: Creating Visualization Tools for Humanistic Inquiry","2","https://github.com/ADHO/dh2015/blob/master/xml/COLEMAN_Catherine_Nicole_From_Mapping_the_Republic_of_L.xml",""
"2258","16","From Text and Image to Historical Resource: Text-Image Alignment for Digital Humanists","10","https://github.com/ADHO/dh2015/blob/master/xml/STUTZMANN_Dominique_From_Text_and_Image_to_Historical_R.xml",""
"2259","16","From the Holocaust Victims Names to the Description of the Persecution of the European Jews in Nazi Years: the Linked Data Approch and a New Domain Ontology. The Italian Pilot Project.","10","https://github.com/ADHO/dh2015/blob/master/xml/MAZZINI_Silvia_From_the_Holocaust_Victims_Names_to_the_.xml",""
